loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
ambulans,albugineux,ambulans,albyʒinœ,ambulance,white skinned,0.625,0.375,0.1041666666666666,0.1145833333333333,1.953125,0.1041666666666666,6,Latin,Latin,hard_negative
amfilada,argilacé,amfilada,aʀʒilaze,amfilada,clayey,0.5,0.25,0.0651041666666666,0.0729166666666666,0.84375,0.0651041666666666,4,Latin,Latin,hard_negative
amnezja,Artésien,amnɛzja,aʀtesjɛ̃,amnesia,artesian,0.75,0.2857142857142857,0.0803571428571428,0.0833333333333333,1.1071428571428572,0.0803571428571428,8,Latin,Latin,hard_negative
amniocenteza,on ne sait jamais,amɲɔt͡sɛntɛza,ɔn nə sɛt ʒamɛ,amniocentesis,we never know,0.7857142857142857,0.3636363636363636,0.1117424242424242,0.1174242424242424,1.5795454545454546,0.1117424242424242,14,Latin,Latin,hard_negative
amoniak,anorak,amɔɲak,anɔʀak,ammonia,anorak,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.6458333333333334,0.0486111111111111,3,Latin,Latin,hard_negative
amonit,immondices,amɔɲit,ɛmɔ̃diz,Ammon,refuse,0.5714285714285714,0.1666666666666666,0.0729166666666666,0.0763888888888888,1.1041666666666667,0.0729166666666666,6,Latin,Latin,hard_negative
amper,Armelle,ampɛr,aʀmɛl,almost,Armelle,0.6,0.4,0.0958333333333333,0.1166666666666666,1.5,0.0958333333333333,6,Latin,Latin,hard_negative
amputacja,Agneau de Dieu,amputat͡sja,aɲəo də djø,amputation,Lamb of God,0.8181818181818182,0.3333333333333333,0.0972222222222222,0.1018518518518518,1.5972222222222223,0.0972222222222222,13,Latin,Latin,hard_negative
amulet,amylène,amulɛt,amilə̀n,amulet,amylene,0.5714285714285714,0.1666666666666666,0.0486111111111111,0.0486111111111111,0.7916666666666666,0.0486111111111111,4,Latin,Latin,hard_negative
amunicja,amérindien,amuɲit͡sja,ameʀɛ̃djɛ̃,ammunition,American Indian,0.8,0.25,0.0859375,0.0885416666666666,1.0,0.0859375,7,Latin,Latin,hard_negative
anafaza,annélidé,anafaza,ɑnelide,anafaza,annelid,0.8571428571428571,0.1428571428571428,0.0744047619047618,0.0833333333333333,1.1071428571428572,0.0744047619047618,6,Latin,Latin,hard_negative
analfabeta,inactivité,analfabɛta,inaktivite,illiterate,inactivity,0.7,0.2,0.0875,0.0958333333333333,1.25,0.0875,7,Latin,Latin,hard_negative
analog,à la longue,analɔk,a la lɔ̃ɡ,analog,in the long run,0.5555555555555556,0.1666666666666666,0.0347222222222222,0.0347222222222222,0.4583333333333333,0.0347222222222222,7,Latin,Latin,hard_negative
ancestralny,un tant soit peu,ant͡sɛstralnɨ,yn tɑ̃t swat pø,ancestral,a little bit,0.8,0.2727272727272727,0.1193181818181818,0.1325757575757576,1.8863636363636365,0.1193181818181818,13,Latin,Latin,hard_negative
anchois,escompte,anxɔjs,ɛskɔ̃pt,anchovy,discount,0.8571428571428571,0.3333333333333333,0.1111111111111111,0.1111111111111111,2.2916666666666665,0.1111111111111111,7,Latin,Latin,hard_negative
aneks,insecte,anɛks,ɛ̃sɛkt,annex,INSECT,0.6666666666666666,0.2,0.0666666666666666,0.0666666666666666,1.2,0.0666666666666666,5,Latin,Latin,hard_negative
aneroid,anéchoïque,anɛrɔjt,aneʃoik,aneroid,anechoic,0.7142857142857143,0.4285714285714285,0.0863095238095238,0.1071428571428571,1.2857142857142858,0.0863095238095238,7,Latin,Latin,hard_negative
anestetyk,isostatique,anɛstɛtɨk,izɔstatik,anesthetic,isostatic,0.5555555555555556,0.1111111111111111,0.0462962962962962,0.0462962962962962,0.75,0.0462962962962962,8,Latin,Latin,hard_negative
angelizm,idiotisme,anɡɛlizm,idjɔtism,angelism,idiom,0.75,0.375,0.0781249999999999,0.0781249999999999,1.75,0.0781249999999999,7,Latin,Latin,hard_negative
angoba,Æthiopie,anɡɔba,ætjɔpi,angoba,Ethiopia,0.8333333333333334,0.3333333333333333,0.0694444444444444,0.0694444444444444,1.5833333333333333,0.0694444444444444,7,Latin,Latin,hard_negative
animacja,amérindien,aɲimat͡sja,ameʀɛ̃djɛ̃,animation,American Indian,0.9,0.375,0.0911458333333333,0.09375,1.0625,0.0911458333333333,8,Latin,Latin,hard_negative
animalista,illumination,aɲimalista,ijyminasjɔ̃,animal rights activist,illumination,0.8181818181818182,0.3,0.1104166666666666,0.1124999999999999,1.8625,0.1104166666666666,10,Latin,Latin,hard_negative
ankieta,en deçà,ankʲɛta,ən dəsa,questionnaire,below,0.7142857142857143,0.1666666666666666,0.0659722222222222,0.0694444444444444,0.7708333333333334,0.0659722222222222,5,Latin,Latin,hard_negative
ankieter,en cachette,ankʲɛtɛr,ən kaʃɛt,pollster,in secret,0.75,0.2857142857142857,0.0833333333333333,0.0952380952380952,1.2142857142857142,0.0833333333333333,8,Latin,Latin,hard_negative
anons,anhiste,anɔns,anist,announcement,anhiste,0.6,0.2,0.075,0.075,1.3,0.075,4,Latin,Latin,hard_negative
anonsować,anesthésique,anɔnsɔvat͡ɕ,anɛstezik,advertise,anesthetic,0.7272727272727273,0.2222222222222222,0.0856481481481481,0.0925925925925926,1.2083333333333333,0.0856481481481481,9,Latin,Latin,hard_negative
ansa,Albi,ansa,albi,ansa,bleach,0.75,0.5,0.0989583333333333,0.1041666666666666,1.34375,0.0989583333333333,4,Latin,Latin,hard_negative
ansambl,en diable,ansambl,ən djabl,ensemble,to hell,0.625,0.2857142857142857,0.0952380952380952,0.1071428571428571,1.8214285714285716,0.0952380952380952,6,Latin,Latin,hard_negative
antagonista,pythagoricien,antaɡɔɲista,pitaɡɔʀisjɛ̃,antagonist,Pythagoreans,0.5,0.3636363636363636,0.115530303030303,0.1287878787878787,2.397727272727273,0.115530303030303,8,Latin,Latin,hard_negative
antonim,asthénique,antɔɲim,astenik,antonym,asthenic,0.5714285714285714,0.2857142857142857,0.1041666666666666,0.1071428571428571,1.625,0.1041666666666666,6,Latin,Latin,hard_negative
antracen,Énésidème,antrat͡sɛn,enezidə̀m,anthracene,Aenesidemus,0.9,0.5,0.0989583333333333,0.1197916666666666,1.890625,0.0989583333333333,8,Latin,Latin,hard_negative
antraks,en diable,antraks,ən djabl,anthrax,to hell,0.75,0.2857142857142857,0.1041666666666666,0.119047619047619,1.5178571428571428,0.1041666666666666,7,Latin,Latin,hard_negative
antrakt,en diable,antrakt,ən djabl,intermediary,to hell,0.75,0.2857142857142857,0.1101190476190476,0.125,1.6607142857142858,0.1101190476190476,7,Latin,Latin,hard_negative
antreprener,altitudinaire,antrɛprɛnɛr,altitydinɛʀ,entrepreneur,altitudinaire,0.6363636363636364,0.4545454545454545,0.1325757575757575,0.1704545454545454,2.272727272727273,0.1325757575757575,9,Latin,Latin,hard_negative
antrepryza,anisotropie,antrɛprɨza,anizɔtʀɔpi,contractor,anisotropy,0.8,0.4,0.1229166666666666,0.15,2.0375,0.1229166666666666,8,Latin,Latin,hard_negative
antresola,astrochimie,antrɛsɔla,astʀɔʃimi,antresola,astrochimie,0.7777777777777778,0.2222222222222222,0.1087962962962963,0.1203703703703703,1.4722222222222223,0.1087962962962963,8,Latin,Latin,hard_negative
antropomorfizm,symplectomorphisme,antrɔpɔmɔrfizm,sɛ̃plɛktɔmɔʀfism,anthropomorphism,symplectomorphism,0.625,0.3333333333333333,0.1375,0.1666666666666666,1.8583333333333332,0.1444444444444444,12,Latin,Latin,hard_negative
antrykot,astronaute,antrɨkɔt,astʀɔnot,entrecote,astronaut,0.625,0.25,0.1015624999999999,0.1145833333333333,1.5,0.1015624999999999,6,Latin,Latin,hard_negative
antypatia,altimétrie,antɨpatja,altimetʀi,dislikes,altimetry,0.6666666666666666,0.2222222222222222,0.0625,0.0648148148148148,1.1111111111111112,0.0625,6,Latin,Latin,hard_negative
antyszambrować,historiographique,antɨʂambrɔvat͡ɕ,istɔʀjɔɡʀafik,anti-embankment,historiographic,0.8666666666666667,0.3846153846153846,0.1426282051282051,0.1602564102564102,2.2211538461538463,0.1426282051282051,16,Latin,Latin,hard_negative
antyteza,esthétisant,antɨtɛza,ɛstetisɑ̃,antithesis,aestheticizing,0.7777777777777778,0.125,0.0703125,0.0729166666666666,0.96875,0.0703125,8,Latin,Latin,hard_negative
apartament,à bout de forces,apartamɛnt,a but də fɔʀs,apartment,exhausted,0.8461538461538461,0.3,0.11875,0.1333333333333333,1.775,0.11875,14,Latin,Latin,hard_negative
apel,Abel,apɛl,abəl,call,Abel,0.5,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,2,Latin,Latin,hard_negative
apercepcja,hypoeutectique,apɛrt͡sɛpt͡sja,ipɔœtɛktik,apperception,hypoeutectique,0.7142857142857143,0.5,0.11875,0.1416666666666666,2.3,0.11875,11,Latin,Latin,hard_negative
apertura,éperdument,apɛrtura,epɛʀdymɑ̃,opening,madly,0.7777777777777778,0.125,0.0833333333333333,0.109375,1.0,0.0833333333333333,6,Latin,Latin,hard_negative
apofonia,ægophonie,apɔfɔɲa,æɡɔfɔni,apofonia,ægophonie,0.5714285714285714,0.1428571428571428,0.0625,0.0654761904761904,0.6964285714285714,0.0625,5,Latin,Latin,hard_negative
aprobatywny,achromatopsie,aprɔbatɨvnɨ,aʃʀɔmatɔpsi,approving,achromatopsie,0.6363636363636364,0.2727272727272727,0.0795454545454545,0.0909090909090909,1.2613636363636365,0.0795454545454545,8,Latin,Latin,hard_negative
aproksymacja,antioccidental,aprɔksɨmat͡sja,ɑ̃sjɔksidɑ̃tal,approximation,antioccidental,0.8571428571428571,0.4166666666666667,0.1076388888888888,0.1319444444444444,1.8958333333333333,0.1076388888888888,11,Latin,Latin,hard_negative
aprosza,aplati,aprɔʂa,aplati,aprosza,flattened,0.6666666666666666,0.0,0.0763888888888888,0.0902777777777777,0.9583333333333334,0.0763888888888888,5,Latin,Latin,hard_negative
arabeska,handibasket,arabɛska,ɑ̃dibaskɛ,arabeska,handibasket,0.6666666666666666,0.125,0.0651041666666666,0.078125,0.96875,0.0651041666666666,7,Latin,Latin,hard_negative
aranżer,à la tienne,aranʐɛr,a la sjɛn,arranger,Cheers,0.6666666666666666,0.4285714285714285,0.0922619047619047,0.119047619047619,1.8392857142857144,0.0922619047619047,9,Latin,Latin,hard_negative
aranżować,anaérobique,aranʐɔvat͡ɕ,anaeʀɔbik,arrange,anaerobic,0.7272727272727273,0.3333333333333333,0.099537037037037,0.125,1.7916666666666667,0.099537037037037,8,Latin,Latin,hard_negative
arbalet,alcalose,arbalɛt,alkalɔz,crossbow,alkalosis,0.5714285714285714,0.1428571428571428,0.0714285714285714,0.0833333333333333,0.8571428571428571,0.0714285714285714,5,Latin,Latin,hard_negative
arbitraż,asbestose,arbitraʂ,asbɛstɔz,arbitration,asbestosis,0.75,0.25,0.09375,0.1145833333333333,1.46875,0.09375,6,Latin,Latin,hard_negative
arden,Arlette,ardɛn,aʀlɛt,arden,Arlette,0.6,0.4,0.0833333333333333,0.1,1.625,0.0833333333333333,5,Latin,Latin,hard_negative
argot,arpète,arɡɔt,aʀpə̀t,slang,arpete,0.6666666666666666,0.2,0.0833333333333333,0.1,0.925,0.0833333333333333,3,Latin,Latin,hard_negative
ariergarda,azoospermie,arjɛrɡarda,azɔɔspɛʀmi,rear,azoospermie,0.9,0.5,0.13125,0.1624999999999999,2.0625,0.13125,9,Latin,Latin,hard_negative
arierscena,hygiène de vie,arjɛrst͡sɛna,iʒjə̀nɛ də vi,arierscena,lifestyle,0.9230769230769232,0.5,0.1229166666666666,0.15,2.2,0.1229166666666666,12,Latin,Latin,hard_negative
arkabuz,alcalose,arkabus,alkalɔz,back ice,alkalosis,0.5714285714285714,0.1428571428571428,0.0744047619047618,0.0892857142857142,1.0892857142857142,0.0744047619047618,6,Latin,Latin,hard_negative
arkada,Arquisat,arkada,aʀkiza,at the back,Archisat,0.5,0.0,0.0486111111111111,0.0625,0.6458333333333334,0.0486111111111111,6,Latin,Latin,hard_negative
arkatura,esthétisant,arkatura,ɛstetisɑ̃,arakatura,aestheticizing,0.8888888888888888,0.375,0.109375,0.1354166666666666,1.578125,0.109375,9,Latin,Latin,hard_negative
arkebuz,alcalose,arkɛbus,alkalɔz,archeice,alkalosis,0.7142857142857143,0.1428571428571428,0.0863095238095238,0.1011904761904761,1.1964285714285714,0.0863095238095238,7,Latin,Latin,hard_negative
arkebuzer,accommoder,arkɛbuzɛr,akkɔmɔdəʀ,arkebuzer,accommodate,0.7777777777777778,0.2222222222222222,0.0949074074074073,0.1157407407407407,1.5,0.0949074074074073,7,Latin,Latin,hard_negative
arlekin,arsétane,arlɛkʲin,aʀsetan,harlequin,arsetane,0.75,0.2857142857142857,0.0803571428571428,0.0952380952380952,1.0714285714285714,0.0803571428571428,5,Latin,Latin,hard_negative
arlekinada,intrépidité,arlɛkʲinada,ɛ̃tʀepidite,harlequinada,intrepidity,0.9090909090909092,0.3,0.0958333333333333,0.1083333333333333,1.3875,0.0958333333333333,10,Latin,Latin,hard_negative
armaniak,asphérique,armaɲak,asfeʀik,armies,aspherical,0.7142857142857143,0.4285714285714285,0.0952380952380952,0.1130952380952381,1.625,0.0952380952380952,8,Latin,Latin,hard_negative
armator,en passe de,armatɔr,ən pasə d,shipowner,in the process of,0.8888888888888888,0.4285714285714285,0.0952380952380952,0.119047619047619,1.7142857142857142,0.0952380952380952,10,Latin,Latin,hard_negative
arogant,adéquiste,arɔɡant,adekist,arrogant,ADQ,0.7142857142857143,0.2857142857142857,0.0833333333333333,0.0952380952380952,1.4642857142857142,0.0833333333333333,7,Latin,Latin,hard_negative
arras,Arlette,arras,aʀlɛt,arras,Arlette,0.8,0.0,0.0833333333333333,0.1166666666666666,1.025,0.0833333333333333,6,Latin,Latin,hard_negative
arsenał,alcynique,arsɛnaw,alsinik,arsenal,alcynique,0.5714285714285714,0.1428571428571428,0.0773809523809523,0.0892857142857142,1.3571428571428572,0.0773809523809523,7,Latin,Latin,hard_negative
art déco,arthrodie,art dɛ́t͡sɔ,aʀtʀɔdi,art Deco,arthrodie,0.8181818181818182,0.2857142857142857,0.1071428571428571,0.125,1.4642857142857142,0.1071428571428571,6,Latin,Latin,hard_negative
artykułować,réticulocyte,artɨkuwɔvat͡ɕ,ʀetikylɔzit,articulate,reticulocyte,0.6923076923076923,0.3636363636363636,0.1193181818181818,0.1439393939393939,2.022727272727273,0.1193181818181818,9,Latin,Latin,hard_negative
artyleria,altimétrie,artɨlɛrja,altimetʀi,artillery,altimetry,0.7777777777777778,0.2222222222222222,0.0972222222222222,0.1203703703703703,1.5416666666666667,0.0972222222222222,6,Latin,Latin,hard_negative
arystokracja,à disposition,arɨstɔkrat͡sja,a dispɔzisjɔ̃,aristocracy,available,0.7857142857142857,0.4166666666666667,0.1423611111111111,0.1666666666666666,1.71875,0.1510416666666666,11,Latin,Latin,hard_negative
arystokrata,cleptocratie,arɨstɔkrata,klɛptɔkʀati,aristocrat,kleptocratic,0.5454545454545454,0.1818181818181818,0.0928030303030302,0.1136363636363636,1.5340909090909092,0.0928030303030302,7,Latin,Latin,hard_negative
arywista,Haute-Volta,arɨvista,otə-vɔlta,climber,Haute-Volta,0.6666666666666666,0.25,0.0885416666666666,0.0989583333333333,1.375,0.0885416666666666,8,Latin,Latin,hard_negative
arywizm,hadopisme,arɨvizm,adɔpism,arivism,hadopism,0.5714285714285714,0.1428571428571428,0.0625,0.0773809523809523,0.9821428571428572,0.0625,6,Latin,Latin,hard_negative
asambl,Annabelle,asambl,ɑnabɛl,assembly,Annabelle,0.6666666666666666,0.5,0.09375,0.1041666666666666,2.4791666666666665,0.09375,7,Latin,Latin,hard_negative
asamblaż,éthanolate,asamblaʂ,etanɔlat,assembly,ethanolate,0.625,0.25,0.0755208333333333,0.0833333333333333,1.625,0.0755208333333333,7,Latin,Latin,hard_negative
ascedent,almageste,ast͡sɛdɛnt,almaʒɛst,ascendant,almageste,0.7,0.375,0.0963541666666666,0.0989583333333333,1.671875,0.0963541666666666,6,Latin,Latin,hard_negative
ascendent,accordiste,ast͡sɛndɛnt,akkɔʀdist,ascending,accordiste,0.7272727272727273,0.3333333333333333,0.1157407407407407,0.125,1.625,0.1157407407407407,6,Latin,Latin,hard_negative
asceta,espada,ast͡sɛta,ɛspada,ascetic,espada,0.75,0.1666666666666666,0.0590277777777777,0.0625,0.5625,0.0590277777777777,4,Latin,Latin,hard_negative
asceza,espada,ast͡sɛza,ɛspada,asceticism,espada,0.75,0.1666666666666666,0.0590277777777777,0.0625,0.6875,0.0590277777777777,4,Latin,Latin,hard_negative
asenizować,ptéridophyte,asɛɲizɔvat͡ɕ,pteʀidɔfit,sanitize,ptéridophyte,0.75,0.3,0.09375,0.1,1.6625,0.09375,10,Latin,Latin,hard_negative
asertywny,invertébré,asɛrtɨvnɨ,ɛ̃vɛʀtebʀe,assertive,invertebrate,0.8,0.2222222222222222,0.1041666666666666,0.125,1.2361111111111112,0.1041666666666666,7,Latin,Latin,hard_negative
asfalt,Hauschildt,asfalt,osʃild,asphalt,Hauschildt,0.6666666666666666,0.1666666666666666,0.0694444444444444,0.0763888888888889,0.75,0.0694444444444444,6,Latin,Latin,hard_negative
asocjatywny,adénoassocié,asɔt͡sjatɨvnɨ,adenɔasɔsje,associative,adenoassociated,0.8461538461538461,0.3636363636363636,0.115530303030303,0.125,1.7727272727272727,0.115530303030303,10,Latin,Latin,hard_negative
asonacja,Indonésien,asɔnat͡sja,ɛ̃dɔnesjɛ̃,assonance,Indonesian,0.8,0.125,0.0572916666666666,0.0572916666666666,0.71875,0.0572916666666666,8,Latin,Latin,hard_negative
asonans,atomiste,asɔnans,atɔmist,Assonance,atomistic,0.7142857142857143,0.2857142857142857,0.0625,0.0654761904761904,1.125,0.0625,6,Latin,Latin,hard_negative
asortyment,andain de neige,asɔrtɨmɛnt,ɑ̃dɛn də nəiʒ,assortment,swath of snow,0.9230769230769232,0.3,0.11875,0.1375,1.7625,0.11875,12,Latin,Latin,hard_negative
aspirant,almageste,aspirant,almaʒɛst,aspirant,almageste,0.75,0.5,0.0989583333333333,0.109375,1.84375,0.0989583333333333,7,Latin,Latin,hard_negative
assemblage,actinologie,assɛmblaɡɛ,aktinɔlɔʒi,assemblage,actinologie,0.8,0.4,0.1229166666666666,0.1333333333333333,2.0,0.1229166666666666,7,Latin,Latin,hard_negative
asystencja,antisportif,asɨstɛnt͡sja,ɑ̃tispɔʀtif,assistance,antisportif,0.9166666666666666,0.5,0.10625,0.125,1.8875,0.10625,9,Latin,Latin,hard_negative
atakować,anagogique,atakɔvat͡ɕ,anaɡɔʒik,attack,anagogique,0.7,0.25,0.0703125,0.078125,0.921875,0.0703125,7,Latin,Latin,hard_negative
atandrysować,acide silicique,atandrɨsɔvat͡ɕ,azidə silizik,streak,silicic acid,0.7857142857142857,0.4166666666666667,0.1180555555555555,0.1354166666666666,2.114583333333333,0.1180555555555555,13,Latin,Latin,hard_negative
ataszat,anatase,ataʂat,anataz,attache,anatase,0.5,0.1666666666666666,0.0486111111111111,0.0486111111111111,0.9166666666666666,0.0486111111111111,5,Latin,Latin,hard_negative
atawizm,adamisme,atavizm,adamism,atavism,adamism,0.4285714285714285,0.1428571428571428,0.0327380952380952,0.0357142857142857,0.5892857142857143,0.0327380952380952,4,Latin,Latin,hard_negative
ateizm,ataxie,atɛjzm,ataɡzi,atheism,ataxia,0.5,0.3333333333333333,0.0902777777777777,0.0972222222222222,2.1875,0.0902777777777777,4,Latin,Latin,hard_negative
atentat,hyperbate,atɛntat,ipɛʀbat,attempt,hyperbate,0.5714285714285714,0.4285714285714285,0.0833333333333333,0.0952380952380952,0.9821428571428572,0.0833333333333333,6,Latin,Latin,hard_negative
atetoza,isotonie,atɛtɔza,izɔtɔni,atetoza,isotonie,0.7142857142857143,0.1428571428571428,0.0654761904761904,0.0654761904761904,1.1071428571428572,0.0654761904761904,6,Latin,Latin,hard_negative
atletyka,ethnicité,atlɛtɨka,ətnizite,athletics,ethnicity,0.875,0.25,0.0859374999999999,0.0885416666666666,1.046875,0.0859374999999999,8,Latin,Latin,hard_negative
atmosfera,impressionné,atmɔsfɛra,ɛ̃pʀɛsjɔne,atmosphere,impressed,0.9,0.4444444444444444,0.1226851851851851,0.1388888888888889,1.8333333333333333,0.1226851851851851,11,Latin,Latin,hard_negative
atrakcja,attractif,atrakt͡sja,atʀaktif,attraction,attractive,0.5,0.375,0.0755208333333333,0.0989583333333333,1.5625,0.0755208333333333,5,Latin,Latin,hard_negative
atrapa,aplati,atrapa,aplati,catches,flattened,0.6666666666666666,0.3333333333333333,0.0694444444444444,0.0902777777777777,0.7916666666666666,0.0694444444444444,4,Latin,Latin,hard_negative
atropina,androgénie,atrɔpina,ɑ̃dʀɔʒeni,atropine,androgenia,0.7777777777777778,0.125,0.0833333333333333,0.0989583333333333,0.96875,0.0833333333333333,6,Latin,Latin,hard_negative
atrybut,anthracite,atrɨbut,ɑ̃tʀazit,attribute,anthracite,0.75,0.1428571428571428,0.0952380952380952,0.1130952380952381,1.1785714285714286,0.0952380952380952,6,Latin,Latin,hard_negative
attaché,Astérix,attaxɛ́,asteʀi,attaché,Asterix,0.7142857142857143,0.1666666666666666,0.0520833333333333,0.0555555555555555,0.875,0.0520833333333333,6,Latin,Latin,hard_negative
attyka,Astérix,attɨka,asteʀi,attic,Asterix,0.6666666666666666,0.1666666666666666,0.0659722222222222,0.0694444444444444,1.1666666666666667,0.0659722222222222,6,Latin,Latin,hard_negative
audytywny,invertébré,avdɨtɨvnɨ,ɛ̃vɛʀtebʀe,auditory,invertebrate,0.8,0.3333333333333333,0.1180555555555555,0.1388888888888889,2.3194444444444446,0.1180555555555555,9,Latin,Latin,hard_negative
autarkizm,exoréisme,aftarkʲizm,əɡzɔʀeism,autarkizm,exoreism,0.8,0.2222222222222222,0.1273148148148148,0.1435185185185185,1.9861111111111112,0.1273148148148148,7,Latin,Latin,hard_negative
autocykl,accessible,aftɔt͡sɨkl,aksɛsibl,autocycle,accessible,0.7,0.375,0.0859375,0.0885416666666666,1.171875,0.0859375,8,Latin,Latin,hard_negative
autokrata,antioxydant,aftɔkrata,ɑ̃sjɔɡzidɑ̃,the autocrat,antioxidant,0.9090909090909092,0.3333333333333333,0.1041666666666666,0.125,1.6805555555555556,0.1041666666666666,7,Latin,Latin,hard_negative
